Codice;Sigla;Descrizione Prodotto;Listino Febbraio 2026 Euro cad.;
P1T1M;MP1-125C3M;INTERRUTTORE MAGNETOTERMICO 3P 125A 36KA REGOLAZIONE MAGNETOTERMICA; 	339,70 ;
P1T1N;MP1-20F3M;INTERRUTTORE MAGNETOTERMICO 3P 20A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P1T1P;MP1-32F3M;INTERRUTTORE MAGNETOTERMICO 3P 32A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P1T1Q;MP1-50F3M;INTERRUTTORE MAGNETOTERMICO 3P 50A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P1T1R;MP1-63F3M;INTERRUTTORE MAGNETOTERMICO 3P 63A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P1T1S;MP1-100F3M;INTERRUTTORE MAGNETOTERMICO 3P 100A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P1T1T;MP1-125F3M;INTERRUTTORE MAGNETOTERMICO 3P 125A 65KA REGOLAZIONE MAGNETOTERMICA; 	359,30 ;
P2T1L;MP2-160B3M;INTERRUTTORE MAGNETOTERMICO 3P 160A 25KA REGOLAZIONE MAGNETOTERMICA; 	427,30 ;
P2T1P;MP2-250B3M;INTERRUTTORE MAGNETOTERMICO 3P 250A 25KA REGOLAZIONE MAGNETOTERMICA; 	498,00 ;
P2T2A;MP2-160C3M;INTERRUTTORE MAGNETOTERMICO 3P 160A 36KA REGOLAZIONE MAGNETOTERMICA; 	452,10 ;
P2T2E;MP2-250C3M;INTERRUTTORE MAGNETOTERMICO 3P 250A 36KA REGOLAZIONE MAGNETOTERMICA; 	527,10 ;
P2T2K;MP2-160F3M;INTERRUTTORE MAGNETOTERMICO 3P 160A 65KA REGOLAZIONE MAGNETOTERMICA; 	504,10 ;
P2T2P;MP2-250F3M;INTERRUTTORE MAGNETOTERMICO 3P 250A 65KA REGOLAZIONE MAGNETOTERMICA; 	557,70 ;
P3T1D;MP3-400B3M;INTERRUTTORE MAGNETOTERMICO 3P 400A 25KA REGOLAZIONE MAGNETOTERMICA; 	900,20 ;
P3T1G;MP3-400C3M;INTERRUTTORE MAGNETOTERMICO 3P 400A 36KA REGOLAZIONE MAGNETOTERMICA; 	974,70 ;
P3T1K;MP3-400D3M;INTERRUTTORE MAGNETOTERMICO 3P 400A 50KA REGOLAZIONE MAGNETOTERMICA; 	1.029,00 ;
P3T1N;MP3-400D3E;INTERRUTTORE MAGNETOTERMICO 3P 400A 50KA REGOLAZIONE ELETTRONICA; 	1.464,00 ;
P3T1R;MP3-400G3E;INTERRUTTORE MAGNETOTERMICO 3P 400A 70KA REGOLAZIONE ELETTRONICA; 	1.552,00 ;
P4T1K;MP4-630C3E;INTERRUTTORE MAGNETOTERMICO 3P 630A 36KA REGOLAZIONE ELETTRONICA; 	1.568,00 ;
P4T1Q;MP4-630D3E;INTERRUTTORE MAGNETOTERMICO 3P 630A 50KA REGOLAZIONE ELETTRONICA; 	1.899,00 ;
P4T1S;MP4-630G3E;INTERRUTTORE MAGNETOTERMICO 3P 630A 70KA REGOLAZIONE ELETTRONICA; 	2.101,00 ;
P5T1B;MP5-800C3M;INTERRUTTORE MAGNETOTERMICO 3P 800A 36KA REGOLAZIONE MAGNETOTERMICA (aggiungere attacchi); 	2.155,00 ;
P5T1G;MP5-800G3M;INTERRUTTORE MAGNETOTERMICO 3P 800A 70KA REGOLAZIONE MAGNETOTERMICA (aggiungere attacchi); 	2.583,00 ;
P5T1L;MP5-800G3E;INTERRUTTORE MAGNETOTERMICO 3P 800A 70KA REGOLAZIONE ELETTRONICA (aggiungere attacchi); 	3.299,00 ;
P6T1E;MP6-1000G3E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 3P 1000A 70KA REGOLAZIONE ELETTRONICA; 	3.930,00 ;
P7T1B;MP7-1250D3E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 3P 1250A 50KA REGOLAZIONE ELETTRONICA; 	4.076,00 ;
P7T1J;MP7-1250D3EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 3P 1250A 50KA REGOLAZIONE ELETTRONICA; 	5.584,00 ;
P7T1G;MP7-1250J3E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 3P 1250A 100KA REGOLAZIONE ELETTRONICA; 	4.381,00 ;
P7T1N;MP7-1250J3EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 3P 1250A 100KA REGOLAZIONE ELETTRONICA; 	5.886,00 ;
P8T1E;MP8-1600J3E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 3P 1600A 100KA REGOLAZIONE ELETTRONICA; 	6.880,00 ;
P8T1J;MP8-1600J3EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 3P 1600A 100KA REGOLAZIONE ELETTRONICA; 	7.510,00 ;
Interruttori Magnetotermici Scatolati - Quadripolari;;;;
P1Q1A;MP1-20B4M;INTERRUTTORE MAGNETOTERMICO 4P 20A 25KA REGOLAZIONE MAGNETOTERMICA; 	409,50 ;
P1Q1B;MP1-32B4M;INTERRUTTORE MAGNETOTERMICO 4P 32A 25KA REGOLAZIONE MAGNETOTERMICA; 	390,00 ;
P1Q1C;MP1-50B4M;INTERRUTTORE MAGNETOTERMICO 4P 50A 25KA REGOLAZIONE MAGNETOTERMICA; 	390,00 ;
P1Q1D;MP1-63B4M;INTERRUTTORE MAGNETOTERMICO 4P 63A 25KA REGOLAZIONE MAGNETOTERMICA; 	390,00 ;
P1Q1E;MP1-100B4M;INTERRUTTORE MAGNETOTERMICO 4P 100A 25KA REGOLAZIONE MAGNETOTERMICA; 	401,70 ;
P1Q1F;MP1-125B4M;INTERRUTTORE MAGNETOTERMICO 4P 125A 25KA REGOLAZIONE MAGNETOTERMICA; 	421,10 ;
P1Q1G;MP1-20C4M;INTERRUTTORE MAGNETOTERMICO 4P 20A 36KA REGOLAZIONE MAGNETOTERMICA; 	459,20 ;
P1Q1H;MP1-32C4M;INTERRUTTORE MAGNETOTERMICO 4P 32A 36KA REGOLAZIONE MAGNETOTERMICA; 	459,20 ;
P1Q1J;MP1-50C4M;INTERRUTTORE MAGNETOTERMICO 4P 50A 36KA REGOLAZIONE MAGNETOTERMICA; 	459,20 ;
P1Q1K;MP1-63C4M;INTERRUTTORE MAGNETOTERMICO 4P 63A 36KA REGOLAZIONE MAGNETOTERMICA; 	459,20 ;
P1Q1L;MP1-100C4M;INTERRUTTORE MAGNETOTERMICO 4P 100A 36KA REGOLAZIONE MAGNETOTERMICA; 	437,30 ;
P1Q1M;MP1-125C4M;INTERRUTTORE MAGNETOTERMICO 4P 125A 36KA REGOLAZIONE MAGNETOTERMICA; 	459,20 ;
P1Q1N;MP1-20F4M;INTERRUTTORE MAGNETOTERMICO 4P 20A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P1Q1P;MP1-32F4M;INTERRUTTORE MAGNETOTERMICO 4P 32A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P1Q1Q;MP1-50F4M;INTERRUTTORE MAGNETOTERMICO 4P 50A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P1Q1R;MP1-63F4M;INTERRUTTORE MAGNETOTERMICO 4P 63A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P1Q1S;MP1-100F4M;INTERRUTTORE MAGNETOTERMICO 4P 100A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P1Q1T;MP1-125F4M;INTERRUTTORE MAGNETOTERMICO 4P 125A 65KA REGOLAZIONE MAGNETOTERMICA; 	485,40 ;
P2Q1L;MP2-160B4M;INTERRUTTORE MAGNETOTERMICO 4P 160A 25KA REGOLAZIONE MAGNETOTERMICA; 	527,20 ;
P2Q1P;MP2-250B4M;INTERRUTTORE MAGNETOTERMICO 4P 250A 25KA REGOLAZIONE MAGNETOTERMICA; 	614,30 ;
P2Q2A;MP2-160C4M;INTERRUTTORE MAGNETOTERMICO 4P 160A 36KA REGOLAZIONE MAGNETOTERMICA; 	557,60 ;
P2Q2E;MP2-250C4M;INTERRUTTORE MAGNETOTERMICO 4P 250A 36KA REGOLAZIONE MAGNETOTERMICA; 	649,90 ;
P2Q2K;MP2-160F4M;INTERRUTTORE MAGNETOTERMICO 4P 160A 65KA REGOLAZIONE MAGNETOTERMICA; 	619,40 ;
P2Q2P;MP2-250F4M;INTERRUTTORE MAGNETOTERMICO 4P 250A 65KA REGOLAZIONE MAGNETOTERMICA; 	687,50 ;
P3Q1D;MP3-400B4M;INTERRUTTORE MAGNETOTERMICO 4P 400A 25KA REGOLAZIONE MAGNETOTERMICA; 	1.203,00 ;
P3Q1G;MP3-400C4M;INTERRUTTORE MAGNETOTERMICO 4P 400A 36KA REGOLAZIONE MAGNETOTERMICA; 	1.351,00 ;
P3Q1K;MP3-400D4M;INTERRUTTORE MAGNETOTERMICO 4P 400A 50KA REGOLAZIONE MAGNETOTERMICA; 	1.378,00 ;
P3Q1N;MP3-400D4E;INTERRUTTORE MAGNETOTERMICO 4P 400A 50KA REGOLAZIONE ELETTRONICA; 	1.880,00 ;
P3Q1R;MP3-400G4E;INTERRUTTORE MAGNETOTERMICO 4P 400A 70KA REGOLAZIONE ELETTRONICA; 	1.994,00 ;
P4Q1J;MP4-630C4E;INTERRUTTORE MAGNETOTERMICO 4P 630A 36KA REGOLAZIONE ELETTRONICA; 	1.987,00 ;
P4Q1Q;MP4-630D4E;INTERRUTTORE MAGNETOTERMICO 4P 630A 50KA REGOLAZIONE ELETTRONICA; 	2.198,00 ;
P4Q1S;MP4-630G4E;INTERRUTTORE MAGNETOTERMICO 4P 630A 70KA REGOLAZIONE ELETTRONICA; 	2.554,00 ;
P5Q1B;MP5-800C4M;INTERRUTTORE MAGNETOTERMICO 4P 800A 36KA REGOLAZIONE MAGNETOTERMICA (aggiungere attacchi); 	2.516,00 ;
P5Q1G;MP5-800G4M;INTERRUTTORE MAGNETOTERMICO 4P 800A 70KA REGOLAZIONE MAGNETOTERMICA (aggiungere attacchi); 	3.101,00 ;
P5Q1L;MP5-800G4E;INTERRUTTORE MAGNETOTERMICO 4P 800A 70KA REGOLAZIONE ELETTRONICA (aggiungere attacchi); 	3.948,00 ;
P6Q1E;MP6-1000G4E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 4P 1000A 70KA REGOLAZIONE ELETTRONICA; 	4.886,00 ;
P7Q1B;MP7-1250D4E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 4P 1250A 50KA REGOLAZIONE ELETTRONICA; 	5.537,00 ;
P7Q1J;MP7-1250D4EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 4P 1250A 50KA REGOLAZIONE ELETTRONICA; 	7.545,00 ;
P7Q1G;MP7-1250J4E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 4P 1250A 100KA REGOLAZIONE ELETTRONICA; 	6.132,00 ;
P7Q1N;MP7-1250J4EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 4P 1250A 100KA REGOLAZIONE ELETTRONICA; 	8.141,00 ;
P8Q1E;MP8-1600J4E;INTERRUTTORE MAGNETOTERMICO ATT. ANT. 4P 1600A 100KA REGOLAZIONE ELETTRONICA; 	8.643,00 ;
P8Q1J;MP8-1600J4EP;INTERRUTTORE MAGNETOTERMICO ATT. POST. 4P 1600A 100KA REGOLAZIONE ELETTRONICA; 	9.484,00 ;
Interruttori Magnetotermici Differenziali Scatolati - Tripolari;;;;
P1RTA;MP1R-20B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 20A 25KA; 	1.208,00 ;
P1RTB;MP1R-32B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 32A 25KA; 	1.208,00 ;
P1RTC;MP1R-50B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 50A 25KA; 	1.208,00 ;
P1RTD;MP1R-63B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 63A 25KA; 	1.152,00 ;
P1RTE;MP1R-100B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 100A 25KA; 	1.152,00 ;
P1RTF;MP1R-125B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 125A 25KA; 	1.227,00 ;
P1RTG;MP1R-20C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 20A 36KA; 	1.222,00 ;
P1RTH;MP1R-32C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 32A 36KA; 	1.222,00 ;
P1RTJ;MP1R-50C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 50A 36KA; 	1.222,00 ;
P1RTK;MP1R-63C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 63A 36KA; 	1.222,00 ;
P1RTL;MP1R-100C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 100A 36KA; 	1.222,00 ;
P1RTM;MP1R-125C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 125A 36KA; 	1.336,00 ;
P1RTN;MP1R-20F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 20A 65KA; 	1.703,00 ;
P1RTP;MP1R-32F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 32A 65KA; 	1.703,00 ;
P1RTQ;MP1R-50F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 50A 65KA; 	1.703,00 ;
P1RTR;MP1R-63F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 63A 65KA; 	1.703,00 ;
P1RTS;MP1R-100F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 100A 65KA; 	1.760,00 ;
P1RTT;MP1R-125F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 125A 65KA; 	2.030,00 ;
P2RTA;MP2R-160B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 160A 25KA ; 	1.379,00 ;
P2RTB;MP2R-250B3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 250A 25KA ; 	1.866,00 ;
P2RTC;MP2R-160C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 160A 36KA ; 	1.330,00 ;
P2RTD;MP2R-250C3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 250A 36KA ; 	2.011,00 ;
P2RTE;MP2R-160F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 160A 65KA ; 	2.106,00 ;
P2RTF;MP2R-250F3M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 3P 250A 65KA ; 	2.763,00 ;
Interruttori Magnetotermici Differenziali Scatolati - Quadripolari;;;;
P1RQA;MP1R-20B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 20A 25KA; 	1.384,00 ;
P1RQB;MP1R-32B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 32A 25KA; 	1.384,00 ;
P1RQC;MP1R-50B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 50A 25KA; 	1.318,00 ;
P1RQD;MP1R-63B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 63A 25KA; 	1.384,00 ;
P1RQE;MP1R-100B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 100A 25KA; 	1.318,00 ;
P1RQF;MP1R-125B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 125A 25KA; 	1.339,00 ;
P1RQG;MP1R-20C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 20A 36KA; 	1.412,00 ;
P1RQH;MP1R-32C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 32A 36KA; 	1.412,00 ;
P1RQJ;MP1R-50C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 50A 36KA; 	1.412,00 ;
P1RQK;MP1R-63C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 63A 36KA; 	1.412,00 ;
P1RQL;MP1R-100C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 100A 36KA; 	1.344,00 ;
P1RQM;MP1R-125C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 125A 36KA; 	1.590,00 ;
P1RQN;MP1R-20F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 20A 65KA; 	2.261,00 ;
P1RQP;MP1R-32F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 32A 65KA; 	2.261,00 ;
P1RQQ;MP1R-50F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 50A 65KA; 	2.261,00 ;
P1RQR;MP1R-63F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 63A 65KA; 	2.261,00 ;
P1RQS;MP1R-100F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 100A 65KA; 	2.337,00 ;
P1RQT;MP1R-125F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 125A 65KA; 	2.697,00 ;
P2RQA;MP2R-160B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 160A 25KA ; 	1.744,00 ;
P2RQB;MP2R-250B4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 250A 25KA ; 	2.597,00 ;
P2RQC;MP2R-160C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 160A 36KA ; 	1.853,00 ;
P2RQD;MP2R-250C4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 250A 36KA ; 	2.795,00 ;
P2RQE;MP2R-160F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 160A 65KA ; 	2.797,00 ;
P2RQF;MP2R-250F4M;INTERRUTTORE MAGNETOTERMICO DIFFERENZIALE REGOLABILE 4P 250A 65KA ; 	3.673,00 ;
Interruttori Sezionatori - Tripolari;;;;
P1STC;MP1S-1253;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 125A; 	257,20 ;
P2STC;MP2S-1603;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 160A; 	321,70 ;
P2STF;MP2S-2503;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 250A; 	353,90 ;
P3STC;MP3S-4003;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 400A; 	834,50 ;
P4STC;MP4S-6303;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 630A; 	1.457,00 ;
P5STC;MP5S-8003;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 3P 800A (aggiungere attacchi); 	1.880,00 ;
P6STC;MP6S-10003;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 3P 1000A; 	3.504,00 ;
P7STC;MP7S-12503;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 3P 1250A; 	3.825,00 ;
P7STE;MP7S-12503P;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. POST. 3P 1250A; 	5.332,00 ;
P8STC;MP8S-16003;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 3P 1600A; 	5.560,00 ;
P8STE;MP8S-16003P;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. POST. 3P 1600A; 	6.190,00 ;
Interruttori Sezionatori - Quadripolari;;;;
P1SQC;MP1S-1254;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 125A; 	325,30 ;
P2SQC;MP2S-1604;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 160A; 	415,30 ;
P2SQF;MP2S-2504;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 250A; 	435,20 ;
P3SQC;MP3S-4004;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 400A; 	1.108,00 ;
P4SQC;MP4S-6304;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 630A; 	1.814,00 ;
P5QTC;MP5S-8004;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE 4P 800A (aggiungere attacchi); 	2.304,00 ;
P6SQC;MP6S-10004;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 4P 1000A; 	4.906,00 ;
P7SQC;MP7S-12504;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 4P 1250A; 	5.326,00 ;
P7SQE;MP7S-12504P;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. POST. 4P 1250A; 	7.335,00 ;
P8SQC;MP8S-16004;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. ANT. 4P 1600A; 	7.131,00 ;
P8SQE;MP8S-16004P;INTERRUTTORE NON AUTOMATICO DI MANOVRA SEZIONATORE ATT. POST. 4P 1600A; 	7.971,00 ;
Accessori - Contatti ausiliari;;;;
PXXAG;MPX-AX;CONTATTO AUSILIARIO DI STATO 1CO; 	33,57 ;
PXXAH;MPX-AXB;CONTATTO AUSILIARIO DI STATO 1CO BASSE CORRENTI; 	33,59 ;
PXXAJ;MPX-AXAG;CONTATTO AUSILIARIO DI STATO 1NA SERVIZIO GRAVOSO; 	33,59 ;
PXXAK;MPX-AXCG;CONTATTO AUSILIARIO DI STATO 1NC SERVIZIO GRAVOSO; 	33,59 ;
PXXAL;MPX-AL;CONTATTO ALLARME SCATTATO 1CO; 	36,53 ;
PXXAM;MPX-ALB;CONTATTO ALLARME SCATTATO 1CO BASSE CORRENTI; 	38,38 ;
PXXAN;MPX-ALAG;CONTATTO ALLARME SCATTATO 1NA SERVIZIO GRAVOSO; 	38,38 ;
PXXAP;MPX-ALCG;CONTATTO ALLARME SCATTATO 1NC SERVIZIO GRAVOSO; 	38,38 ;
PX1AD;MP1-AXA;CONTATTO ANTICIPATO CHIUSURA GR. MP1 Fino 125A; 	88,91 ;
PX2AD;MP2-AXA;CONTATTO ANTICIPATO CHIUSURA GR. MP2 Fino 250A; 	88,91 ;
Accessori - Bobine a lancio di corrente per Grandezze MP1…MP6;;;;
PXXB1;MPX-SH12;BOBINA A LANCIO DI CORRENTE 12V CA/CC; 	69,24 ;
PXXB2;MPX-SH24;BOBINA A LANCIO DI CORRENTE 24V CA/CC; 	65,94 ;
PXXB3;MPX-SH48;BOBINA A LANCIO DI CORRENTE 48V CA/CC; 	65,94 ;
PXXB4;MPX-SH110;BOBINA A LANCIO DI CORRENTE 100-120V CA; 	65,94 ;
PXXB5;MPX-SH230;BOBINA A LANCIO DI CORRENTE 200-240V CA; 	65,94 ;
PXXB6;MPX-SH400;BOBINA A LANCIO DI CORRENTE 380-450V CA ; 	65,94 ;
PXXB7;MPX-SH110C;BOBINA A LANCIO DI CORRENTE 100-120V CC; 	69,24 ;
PXXB8;MPX-SH230C;BOBINA A LANCIO DI CORRENTE 200-240V CC; 	69,24 ;
PX12R;MP1/2-SHR;MODULO DI SGANCIO A DISTANZA PER INT. MAGNETOTERMICI DIFFERENZIALI; 	123,20 ;
Accessori - Bobine a lancio di corrente per Grandezze MP7-MP8;;;;
PX78B;MPX78-SH24;BOBINA A LANCIO DI CORRENTE 24V CA/CC GR. MP7/8; 	69,24 ;
PX78C;MPX78-SH48;BOBINA A LANCIO DI CORRENTE 48V CA/CC GR. MP7/8; 	69,24 ;
PX78D;MPX78-SH110;BOBINA A LANCIO DI CORRENTE 100-120V CA GR. MP7/8; 	69,24 ;
PX78E;MPX78-SH230;BOBINA A LANCIO DI CORRENTE 200-240V CA GR. MP7/8; 	69,24 ;
PX78F;MPX78-SH400;BOBINA A LANCIO DI CORRENTE 380-450V CA GR. MP7/8; 	69,24 ;
PX78H;MPX78-SH110C;BOBINA A LANCIO DI CORRENTE 100-120V CC GR. MP7/8; 	69,24 ;
PX78L;MPX78-SH230C;BOBINA A LANCIO DI CORRENTE 200-240V CC GR. MP7/8; 	69,24 ;
Accessori - Bobine di minima tensione;;;;
PXXBE;MPX-UV110;BOBINA DI MINIMA TENSIONE 100-120V CA GR. MP1/2/3/4; 	113,70 ;
PXXBF;MPX-UV230;BOBINA DI MINIMA TENSIONE 200-240V CA GR. MP1/2/3/4; 	108,50 ;
PXXBG;MPX-UV400;BOBINA DI MINIMA TENSIONE 380-450V CA GR. MP1/2/3/4; 	113,70 ;
PXXBH;MPX-UV24C;BOBINA DI MINIMA TENSIONE 24V CC GR. MP1/2/3/4; 	108,50 ;
PXXBJ;MPX-UV110C;BOBINA DI MINIMA TENSIONE 100-120V CC GR. MP1/2/3/4; 	113,70 ;
PXXBK;MPX-UV230C;BOBINA DI MINIMA TENSIONE 200-240V CC GR. MP1/2/3/4; 	108,50 ;
PX58B;MPX58-UV110;BOBINA DI MINIMA TENSIONE 100-120V CA GR. MP5/6/7/8; 	116,80 ;
PX58C;MPX58-UV230;BOBINA DI MINIMA TENSIONE 220-240V CA GR. MP5/6/7/8; 	116,80 ;
PX58D;MPX58-UV400;BOBINA DI MINIMA TENSIONE 380-415V CA GR. MP5/6/7/8; 	116,80 ;
PX58E;MPX58-UV24C;BOBINA DI MINIMA TENSIONE 24V CC GR. MP5/6/7/8; 	116,80 ;
PX58F;MPX58-UV110C;BOBINA DI MINIMA TENSIONE 100-120V CC GR. MP5/6/7/8; 	116,80 ;
PX58G;MPX58-UV230C;BOBINA DI MINIMA TENSIONE 220-240V CC GR. MP5/6/7/8; 	116,80 ;
Accessori - Maniglie rotative montaggio diretto sull'interruttore;;;;
PX1AC;MP1-CDIRN;COMANDO ROTATIVO DIRETTO SU INTERRUTTORE IP3X MANIGLIA NERA GR. MP1; 	122,20 ;
PX1AF;MP1-CDIRR;COMANDO ROTATIVO DIRETTO SU INTERRUTTORE IP3X MANIGLIA ROSSA GR. MP1; 	135,30 ;
Accessori - Maniglie rotative comando rinviato;;;;
PX1AH;MP1-CRN;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA NERA GR. MP1; 	125,80 ;
PX2AH;MP2-CRN;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA NERA GR. MP2; 	126,90 ;
PX34X;MP3/4-CRN;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA NERA GR. MP3/4; 	187,40 ;
PX1AJ;MP1-CRR;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA ROSSA GR. MP1; 	131,50 ;
PX2AJ;MP2-CRR;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA ROSSA GR. MP2; 	135,20 ;
PX34W;MP3/4-CRR;COMANDO ROTATIVO RINVIATO IP55 MANIGLIA ROSSA GR. MP3/4; 	216,40 ;
